CID,IsomericSMILES,Descriptors,MolecularWeight,Descriptor Count,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
62907,CCNC(=O)C1CC(CCC1C(C)C)C,"['aquatic', 'alcohol', 'herbal']",211.19361442,3,1,0,1,0,0,0,0,1,0,0,0
62908,CC(C)CC(C(=O)OC)O,"['animal', 'fruity', 'alcohol']",146.094294308,3,1,1,0,0,0,1,0,0,0,0,0
62911,CC(CCC1=CC=CC=C1)C=O,"['animal', 'earthy', 'flower']",162.104465068,3,0,1,0,1,1,0,0,0,0,0,0
62912,CC=C(CSC)C=O,['savory'],130.04523594,1,0,0,0,0,0,0,0,0,1,0,0
62913,CCC1CCC(O1)CC,"['savory', 'herbal']",128.120115132,2,0,0,0,0,0,0,0,1,1,0,0
64678,CCCCCCCCCCCCCC#N,"['aquatic', 'green', 'fruity', 'flower']",209.214349864,4,0,0,1,0,1,1,1,0,0,0,0
64685,CC1(C2CCC1(C(C2)O)C)C,"['earthy', 'animal', 'herbal', 'woody']",154.135765196,4,0,1,0,1,0,0,0,1,0,0,1
64802,C1=CC=C(C=C1)CCC(=O)C2=CC=CC=C2,['flower'],210.104465068,1,0,0,0,0,1,0,0,0,0,0,0
64805,CC(CC1=CC2=C(C=C1)OCO2)C=O,"['aquatic', 'fruity', 'herbal', 'green', 'flower']",192.078644244,5,0,0,1,0,1,1,1,1,0,0,0
64807,CC(CC1=CC=C(C=C1)C(C)(C)C)C=NC2=CC=CC=C2C(=O)OC,"['aquatic', 'green', 'fruity', 'flower']",337.20417910399993,4,0,0,1,0,1,1,1,0,0,0,0
64811,C1COC(O1)CCC2=CC=CC=C2,"['earthy', 'green', 'flower', 'fruity']",178.099379688,4,0,0,0,1,1,1,1,0,0,0,0
64812,CC1=CC=C(C=C1)CCC=O,['flower'],148.088815004,1,0,0,0,0,1,0,0,0,0,0,0
64813,CC(CC1=CC=C(C=C1)OC)C=O,"['green', 'spices', 'fruity', 'herbal']",178.099379688,4,0,0,0,0,0,1,1,1,0,1,0
64820,CCOC(CCC1=CC=CC=C1)OCC,['flower'],208.14632988,1,0,0,0,0,1,0,0,0,0,0,0
64832,CC(C)(C)C1=CC=C(C=C1)CCC=O,"['aquatic', 'flower']",190.135765196,2,0,0,1,0,1,0,0,0,0,0,0
64916,CCCCCC(CC1=CC=CC=C1)CO,"['green', 'herbal']",206.167065324,2,0,0,0,0,0,0,1,1,0,0,0
65285,CCC(C)C(=O)SC,"['savory', 'fruity']",132.060886004,2,0,0,0,0,0,1,0,0,1,0,0
65288,CCC(=O)C1=NC=CS1,['savory'],141.024834844,1,0,0,0,0,0,0,0,0,1,0,0
65289,CC1=CCC(CC1)(C)C(=O)C,"['aquatic', 'fruity', 'herbal']",152.120115132,3,0,0,1,0,0,1,0,1,0,0,0
65290,CC1SCCSS1,['savory'],151.978813256,1,0,0,0,0,0,0,0,0,1,0,0
65300,CC(C)C(C)(C(C)C)C(=O)NC,"['aquatic', 'herbal']",171.162314292,2,0,0,1,0,0,0,0,1,0,0,0
65413,CCCC(CCO)SC,"['aquatic', 'earthy', 'fruity', 'savory', 'green']",148.092186132,5,0,0,1,1,0,1,1,0,1,0,0
65425,COC(=O)CCCSC,"['savory', 'fruity']",148.055800624,2,0,0,0,0,0,1,0,0,1,0,0
65427,CCC1CC(=C(C1=O)O)C,['savory'],140.083729624,1,0,0,0,0,0,0,0,0,1,0,0
65428,CC1CCC2(O1)C(CCCC2(C)O)(C)C,"['aquatic', 'earthy', 'herbal', 'green', 'woody']",212.177630008,5,0,0,1,1,0,0,1,1,0,0,1
65575,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,"['earthy', 'flower']",222.198365452,2,0,0,0,1,1,0,0,0,0,0,0
65724,CC1=CC(=O)[C@@H]2C[C@H]1C2(C)C,"['fruity', 'herbal']",150.104465068,2,0,0,0,0,0,1,0,1,0,0,0
66021,CC(=O)OCC(CO)OC(=O)C,['alcohol'],176.068473484,1,1,0,0,0,0,0,0,0,0,0,0
66093,CCCCC(=O)C1=CC=CC=C1,"['flower', 'fruity']",162.104465068,2,0,0,0,0,1,1,0,0,0,0,0
66165,CCC(CC)(C(=O)OCC)C(=O)OCC,['fruity'],216.13615912,1,0,0,0,0,0,1,0,0,0,0,0
66193,CC(C(C)OC(=O)C)OC(=O)C,['savory'],174.089208928,1,0,0,0,0,0,0,0,0,1,0,0
66282,CSCC=C,['savory'],88.034671256,1,0,0,0,0,0,0,0,0,1,0,0
66300,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2N,['flower'],213.078978592,1,0,0,0,0,1,0,0,0,0,0,0
66327,C1CCC(=C(C#N)C2=CC=CC=C2)CC1,"['aquatic', 'flower', 'fruity']",197.12044948,3,0,0,1,0,1,1,0,0,0,0,0
66330,C=CCOC(=O)C1=CC=CC=C1O,"['fruity', 'herbal']",178.06299418,2,0,0,0,0,0,1,0,1,0,0,0
66337,CCCCOC1=CC=C(C=C1)C,['flower'],164.120115132,1,0,0,0,0,1,0,0,0,0,0,0
66338,CCCCCC#CC(=O)OCC,"['green', 'flower']",168.115029752,2,0,0,0,0,1,0,1,0,0,0,0
66349,CC(=O)OCC1=CC=C(O1)C=O,['savory'],168.042258736,1,0,0,0,0,0,0,0,0,1,0,0
66356,CCCCC(=O)OCC(C)C,"['aquatic', 'fruity']",158.130679816,2,0,0,1,0,0,1,0,0,0,0,0
66581,COC1=CC=CC(=C1OC)C=O,['savory'],166.06299418,1,0,0,0,0,0,0,0,0,1,0,0
66595,CCOC1=CC2=C(C=C1)C(=CC(=O)O2)C,"['savory', 'spices']",204.078644244,2,0,0,0,0,0,0,0,0,1,1,0
66600,CCC(=O)OC1=C(CCC1=O)C,['savory'],168.078644244,1,0,0,0,0,0,0,0,0,1,0,0
66654,CC(=O)C1=C(C=C(C=C1OC)OC)O,['herbal'],196.073558864,1,0,0,0,0,0,0,0,1,0,0,0
66678,CC1=CC2=C(C=C1)NCCC2,"['savory', 'animal', 'flower']",147.104799416,3,0,1,0,0,1,0,0,0,1,0,0
66708,CC1=CC2=C(C=C1)OC(=O)CC2,['herbal'],162.06807956,1,0,0,0,0,0,0,0,1,0,0,0
66751,CCCCCCCCOC(=O)C1=CC=CC=C1,['fruity'],234.161979944,1,0,0,0,0,0,1,0,0,0,0,0
66755,CCOC1=CC=CC=C1O,['savory'],138.06807956,1,0,0,0,0,0,0,0,0,1,0,0
66768,CCCCCCC1=CCCC1=O,"['aquatic', 'fruity', 'herbal', 'green', 'flower']",166.135765196,5,0,0,1,0,1,1,1,1,0,0,0
66774,COC(=O)CO,"['savory', 'aquatic']",90.031694052,2,0,0,1,0,0,0,0,0,1,0,0
66929,CCCOC(C)OCCC,"['aquatic', 'earthy', 'fruity', 'alcohol', 'herbal', 'green', 'savory']",146.130679816,7,1,0,1,1,0,1,1,1,1,0,0
66955,CCCCCCC(=O)OCCC(C)C,"['green', 'fruity', 'alcohol', 'herbal']",200.177630008,4,1,0,0,0,0,1,1,1,0,0,0
67005,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-],"['animal', 'flower']",278.126657056,2,0,1,0,0,1,0,0,0,0,0,0
67116,CCOC1=C(C=C(C=C1)C=O)OC,"['savory', 'flower']",180.078644244,2,0,0,0,0,1,0,0,0,1,0,0
67144,CCC(=O)C1=CC=C(C=C1)OC,"['spices', 'animal']",164.083729624,2,0,1,0,0,0,0,0,0,0,1,0
67146,CC1=CC(=CC=C1)OC(=O)CC2=CC=CC=C2,"['savory', 'flower']",226.099379688,2,0,0,0,0,1,0,0,0,1,0,0
67148,C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2,"['green', 'flower']",254.130679816,2,0,0,0,0,1,0,1,0,0,0,0
67179,CC(=CCC[C@@](C)(C=C)O)C,"['flower', 'herbal']",154.135765196,2,0,0,0,0,1,0,0,1,0,0,0
67230,CC1=CC=CC=C1C(=O)C2=CC=CC=C2,"['animal', 'flower']",196.088815004,2,0,1,0,0,1,0,0,0,0,0,0
67244,CCCCC(C(=O)OCC)C(=O)OCC,"['aquatic', 'fruity']",216.13615912,2,0,0,1,0,0,1,0,0,0,0,0
67285,CC(C)C1=CC2=C(C=C1)N=CC=C2,"['aquatic', 'green', 'earthy', 'savory']",171.104799416,4,0,0,1,1,0,0,1,0,1,0,0
67328,CCCCC(=O)OCCC,"['animal', 'aquatic', 'fruity', 'alcohol']",144.115029752,4,1,1,1,0,0,1,0,0,0,0,0
67350,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,['animal'],266.126657056,1,0,1,0,0,0,0,0,0,0,0,0
67406,CC1=CC(=CC=C1)OC(=O)C,"['animal', 'flower']",150.06807956,2,0,1,0,0,1,0,0,0,0,0,0
67521,C1SSCSSS1,['savory'],187.891655128,1,0,0,0,0,0,0,0,0,1,0,0
67590,COC(=O)C1=CC2=C(C=C1)OCO2,['herbal'],180.042258736,1,0,0,0,0,0,0,0,1,0,0,0
68057,CC1=CC2=C(C=C1)C(CCC2)(C)C,['herbal'],174.140850576,1,0,0,0,0,0,0,0,1,0,0,0
68126,CC1=CC(=C(C=C1)OC)OC,['flower'],152.083729624,1,0,0,0,0,1,0,0,0,0,0,0
68128,CC1=CC[C@@H](CC1)C(=C)CCC=C(C)C,"['fruity', 'flower']",204.187800768,2,0,0,0,0,1,1,0,0,0,0,0
68130,C1=COC(=O)C(=C1)O,"['savory', 'fruity']",112.016043988,2,0,0,0,0,0,1,0,0,1,0,0
68135,C1=CSC=C1C=O,['savory'],111.998285748,1,0,0,0,0,0,0,0,0,1,0,0
68140,CC(=C)C1CCC(=C)CC1,['herbal'],136.125200512,1,0,0,0,0,0,0,0,1,0,0,0
68146,CCCCCCCCCCCCCCCC1=CC(=CC=C1)O,['herbal'],304.276615772,1,0,0,0,0,0,0,0,1,0,0,0
68148,C=CCC1=CC=C(C=C1)O,"['savory', 'herbal']",134.07316494,2,0,0,0,0,0,0,0,1,1,0,0
68150,CC(=CCCC(=CCCC(=CC=O)C)C)C,"['flower', 'herbal']",220.182715388,2,0,0,0,0,1,0,0,1,0,0,0
68154,C1=CC(=O)OC=C1,['herbal'],96.021129368,1,0,0,0,0,0,0,0,1,0,0,0
68165,CCCOCOCCC,['aquatic'],132.115029752,1,0,0,1,0,0,0,0,0,0,0,0
68252,CC1=CC(=C(C=C1)C(C)C)OC(=O)C,"['savory', 'herbal']",192.115029752,2,0,0,0,0,0,0,0,1,1,0,0
68254,CCC1=C(C=CN=C1)C,"['earthy', 'herbal']",121.089149352,2,0,0,0,1,0,0,0,1,0,0,0
68329,CC(C)OC(=O)CC(=O)C,"['savory', 'fruity', 'alcohol']",144.078644244,3,1,0,0,0,0,1,0,0,1,0,0
68346,CC(=CC(=O)C(C)(C)C=C)C,"['savory', 'green', 'fruity', 'herbal']",152.120115132,4,0,0,0,0,0,1,1,1,1,0,0
68379,CC(C)OC(=O)C1=CN=CC=C1,"['flower', 'herbal', 'fruity']",165.078978592,3,0,0,0,0,1,1,0,1,0,0,0
68470,CC(=O)N1C=CC2=CC=CC=C21,['flower'],159.068413908,1,0,0,0,0,1,0,0,0,0,0,0
68481,CC(=O)C1=CC=CC=C1OC,"['earthy', 'spices', 'animal', 'herbal', 'savory']",150.06807956,5,0,1,0,1,0,0,0,1,1,1,0
68482,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O,['fruity'],241.073893212,1,0,0,0,0,0,1,0,0,0,0,0
68493,CC(C)CC(=O)C1=CC=CC=C1,"['flower', 'fruity']",162.104465068,2,0,0,0,0,1,1,0,0,0,0,0
68960,CC(C)CN=C=S,"['savory', 'green']",115.045570288,2,0,0,0,0,0,0,1,0,1,0,0
69027,CC(C)(C)C(=O)OC,"['aquatic', 'fruity']",116.083729624,2,0,0,1,0,0,1,0,0,0,0,0
69088,CC1=CC(=O)NC2=CC=CC=C12,['savory'],159.068413908,1,0,0,0,0,0,0,0,0,1,0,0
69091,CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,"['green', 'flower']",228.078644244,2,0,0,0,0,1,0,1,0,0,0,0
69092,CCCOC(=O)C1=CC=CC=C1O,"['fruity', 'herbal', 'flower']",180.078644244,3,0,0,0,0,1,1,0,1,0,0,0
69154,COC1=CC=CC=C1CO,"['savory', 'spices']",138.06807956,2,0,0,0,0,0,0,0,0,1,1,0
69175,COC1=CC(=C(C=C1)C=O)OC,"['savory', 'green', 'flower']",166.06299418,3,0,0,0,0,1,0,1,0,1,0,0
69188,CCOC(=O)C1=CN=CC=C1,"['flower', 'herbal', 'fruity']",151.063328528,3,0,0,0,0,1,1,0,1,0,0,0
69203,CC(C)CCOC(=O)C1=CC=CO1,"['savory', 'flower', 'fruity']",182.094294308,3,0,0,0,0,1,1,0,0,1,0,0
69214,CCCOC(=O)C(=O)OCCC,"['green', 'fruity', 'alcohol']",174.089208928,3,1,0,0,0,0,1,1,0,0,0,0
69220,CCC(CC)S,"['savory', 'fruity']",104.065971384,2,0,0,0,0,0,1,0,0,1,0,0
69278,COC1=CC=NC=C1,['savory'],109.052763844,1,0,0,0,0,0,0,0,0,1,0,0
69320,CCCC1=CC=CC=N1,"['spices', 'herbal', 'savory', 'green', 'flower']",121.089149352,5,0,0,0,0,1,0,1,1,1,1,0
69346,CCCCCC(=O)CCCC(=O)O,['fruity'],186.125594436,1,0,0,0,0,0,1,0,0,0,0,0
69350,CCCCCCCOC(=O)CCCCCC,"['savory', 'green', 'fruity', 'alcohol']",228.208930136,4,1,0,0,0,0,1,1,0,1,0,0
69351,CCCCCCCC(=O)OCCC,"['fruity', 'alcohol', 'herbal', 'savory', 'green']",186.161979944,5,1,0,0,0,0,1,1,1,1,0,0
69354,CC(=O)CCC(=O)OC,"['savory', 'green', 'fruity']",130.06299418,3,0,0,0,0,0,1,1,0,1,0,0
69396,CC(C)CC[N+](=O)[O-],['fruity'],117.078978592,1,0,0,0,0,0,1,0,0,0,0,0
69410,CC(=O)OCCCCOC(=O)C,"['aquatic', 'fruity']",174.089208928,2,0,0,1,0,0,1,0,0,0,0,0
69415,CCCCCN=C=S,"['savory', 'green']",129.061220352,2,0,0,0,0,0,0,1,0,1,0,0
69460,C1CC2=CC=CC=C2NC1,"['savory', 'animal']",133.089149352,2,0,1,0,0,0,0,0,0,1,0,0
69467,C1=CSC(=C1)CO,"['savory', 'aquatic']",114.013935812,2,0,0,1,0,0,0,0,0,1,0,0
69503,C1=CC=C(C=C1)C(=O)C2=CC=CC3=CC=CC=C32,"['animal', 'flower', 'fruity']",232.088815004,3,0,1,0,0,1,1,0,0,0,0,0
69516,C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2,"['flower', 'fruity']",232.088815004,2,0,0,0,0,1,1,0,0,0,0,0
69523,CC(C)C1=CC=CC=N1,"['savory', 'earthy', 'green']",121.089149352,3,0,0,0,1,0,0,1,0,1,0,0
69528,CCCCCOC(=O)CCC(=O)OCCCCC,"['fruity', 'alcohol']",258.183109312,2,1,0,0,0,0,1,0,0,0,0,0
69600,COC1=CC(=C(C=C1)C=O)O,"['savory', 'flower']",152.047344116,2,0,0,0,0,1,0,0,0,1,0,0
69644,CCCCCCC(OCC)OCC,"['aquatic', 'fruity', 'alcohol', 'herbal', 'green']",188.177630008,5,1,0,1,0,0,1,1,1,0,0,0
69674,CC(C)C1=CC=NC=C1,"['animal', 'green', 'earthy', 'herbal']",121.089149352,4,0,1,0,1,0,0,1,1,0,0,0
69694,C1CCC2=C(C1)CCC(=O)O2,"['spices', 'fruity']",152.083729624,2,0,0,0,0,0,1,0,0,0,1,0
69714,CC(=O)C1=C(C=CC(=C1)OC)O,['herbal'],166.06299418,1,0,0,0,0,0,0,0,1,0,0,0
69721,CC1(COC2(CCCCC2)OC1)C,"['aquatic', 'animal', 'herbal']",184.14632988,3,0,1,1,0,0,0,0,1,0,0,0
69884,CCOC(C1=CC=CC=C1)OCC,"['savory', 'green', 'herbal']",180.115029752,3,0,0,0,0,0,0,1,1,1,0,0
69885,CC(=O)C1=CC2=C(CCCC2)C=C1,"['animal', 'fruity', 'flower']",174.104465068,3,0,1,0,0,1,1,0,0,0,0,0
69949,CC(C(=O)C)C(=O)C,"['savory', 'fruity']",114.06807956,2,0,0,0,0,0,1,0,0,1,0,0
69951,CCC(CC)C(=O)OC,['fruity'],130.099379688,1,0,0,0,0,0,1,0,0,0,0,0
69953,CC(C)C(=O)OCC(=C)C,"['aquatic', 'fruity']",142.099379688,2,0,0,1,0,0,1,0,0,0,0,0
69956,CC(C)CCOC(=O)CCC(=O)OCCC(C)C,"['fruity', 'alcohol']",258.183109312,2,1,0,0,0,0,1,0,0,0,0,0
69963,C=CCCCCO,"['aquatic', 'green']",100.088815004,2,0,0,1,0,0,0,1,0,0,0,0
70024,CC(C)C1=CC=C(C=C1)C=C(C)C=O,"['green', 'animal', 'herbal']",188.120115132,3,0,1,0,0,0,0,1,1,0,0,0
70129,COC1=CC=C(C=C1)C#N,"['spices', 'fruity', 'herbal', 'flower']",133.052763844,4,0,0,0,0,1,1,0,1,0,1,0
70133,CC1=C(C=CC(=C1)O)C(=O)C,['savory'],150.06807956,1,0,0,0,0,0,0,0,0,1,0,0
70153,CCCCCCCCC1=CC=CS1,"['green', 'animal']",196.12857164,2,0,1,0,0,0,0,1,0,0,0,0
70264,COC1=CCCCC1,['herbal'],112.088815004,1,0,0,0,0,0,0,0,1,0,0,0
70273,CC(=O)OC1CCCC1,['fruity'],128.083729624,1,0,0,0,0,0,1,0,0,0,0,0
70303,CCCOCC1=CC=CC=C1,['fruity'],150.104465068,1,0,0,0,0,0,1,0,0,0,0,0
70324,CC(C)(C)C1=CC=C(C=C1)C=O,['herbal'],162.104465068,1,0,0,0,0,0,0,0,1,0,0,0
70328,CC(C)COCC1=CC=CC=C1,"['flower', 'fruity']",164.120115132,2,0,0,0,0,1,1,0,0,0,0,0
70337,CCCCCC(=O)C1=CC=CC=C1,"['flower', 'herbal']",176.120115132,2,0,0,0,0,1,0,0,1,0,0,0
70352,C1=CC=C(C=C1)COC2=CC=CC=C2,"['savory', 'flower']",184.088815004,2,0,0,0,0,1,0,0,0,1,0,0
70354,C1CCCCCC(=O)OCCCCC1,['animal'],198.161979944,1,0,1,0,0,0,0,0,0,0,0,0
70368,COC1(CCCCCCCCCCC1)OC,"['earthy', 'animal']",228.208930136,2,0,1,0,1,0,0,0,0,0,0,0
70456,CCCCCCCC(=O)N(CC)CC,"['aquatic', 'fruity', 'herbal']",199.19361442,3,0,0,1,0,0,1,0,1,0,0,0
70506,COC1CCC2=CC=CC=C12,"['earthy', 'spices', 'animal', 'fruity', 'herbal', 'flower']",148.088815004,6,0,1,0,1,1,1,0,1,0,1,0
70520,CC(C)(CC1=CC=CC=C1)C=O,"['aquatic', 'flower']",162.104465068,2,0,0,1,0,1,0,0,0,0,0,0
70634,C1C(OCO1)C2=CC=CC=C2,"['animal', 'herbal']",150.06807956,2,0,1,0,0,0,0,0,1,0,0,0
70694,CCCCCCOC(=O)CCCC,"['animal', 'green', 'fruity', 'alcohol']",186.161979944,4,1,1,0,0,0,1,1,0,0,0,0
70701,CC(=O)CC(=O)OCC=C,['fruity'],142.06299418,1,0,0,0,0,0,1,0,0,0,0,0
70744,CC1(CCCCC1)C(=O)O,['savory'],142.099379688,1,0,0,0,0,0,0,0,0,1,0,0
70745,CC(=O)C1(CCCCC1)O,"['flower', 'herbal']",142.099379688,2,0,0,0,0,1,0,0,1,0,0,0
70763,C1CCC(CC1)CCCO,['flower'],142.135765196,1,0,0,0,0,1,0,0,0,0,0,0
70792,CC(C)C(=O)OC1CCCCC1,"['aquatic', 'animal', 'fruity', 'herbal', 'flower']",170.130679816,5,0,1,1,0,1,1,0,1,0,0,0
70796,C1CCC(CC1)CCCOC=O,"['spices', 'green', 'aquatic']",170.130679816,3,0,0,1,0,0,0,1,0,0,1,0
70797,CCCCCCC1=CC=CC=N1,"['savory', 'green']",163.136099544,2,0,0,0,0,0,0,1,0,1,0,0
70960,CC1=C(C(=O)CC1)OC(=O)C,"['savory', 'fruity']",154.06299418,2,0,0,0,0,0,1,0,0,1,0,0
70962,C[C@@H]1CC[C@@H](C(=O)C1)C(C)C,['herbal'],154.135765196,1,0,0,0,0,0,0,0,1,0,0,0
70968,CC1=CC=C(O1)C(=O)C(=O)C,['savory'],152.047344116,1,0,0,0,0,0,0,0,0,1,0,0
70972,C1=COC(=C1)CC2=CC=CO2,['savory'],148.052429496,1,0,0,0,0,0,0,0,0,1,0,0
70991,CC(=O)C1=C(C=CC(=C1)OC)OC,['savory'],180.078644244,1,0,0,0,0,0,0,0,0,1,0,0
71544,CC(C)COC(CC1=CC=CC=C1)OCC(C)C,"['savory', 'green', 'fruity', 'flower']",250.193280072,4,0,0,0,0,1,1,1,0,1,0,0
71590,CCC=CCCC=O,['green'],112.088815004,1,0,0,0,0,0,0,1,0,0,0,0
72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,['savory'],266.130679816,1,0,0,0,0,0,0,0,0,1,0,0
72724,C[C@H]1CCC[C@]2(C1=C[C@H]3[C@@H](C2)OC(=O)C3=C)C,['herbal'],232.14632988,1,0,0,0,0,0,0,0,1,0,0,0
72872,CCOC1=CC=C(C=C1)C(=O)C,"['spices', 'flower', 'herbal']",164.083729624,3,0,0,0,0,1,0,0,1,0,1,0
72918,CCCCCC1=CC=NC=C1,"['animal', 'flower']",149.12044948,2,0,1,0,0,1,0,0,0,0,0,0
72919,CCCCCCCC1=CC=CC=N1,"['earthy', 'green', 'flower']",177.151749608,3,0,0,0,1,1,0,1,0,0,0,0
73114,C[C@]12CCCC(C1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C,['herbal'],308.271530392,1,0,0,0,0,0,0,0,1,0,0,0
73174,C=C1CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C,['savory'],230.130679816,1,0,0,0,0,0,0,0,0,1,0,0
73689,COCC1=CC=C(C=C1)OC,"['savory', 'spices', 'flower']",152.083729624,3,0,0,0,0,1,0,0,0,1,1,0
73690,CCC1=CC=C(C=C1)OC,"['savory', 'spices', 'herbal']",136.088815004,3,0,0,0,0,0,0,0,1,1,1,0
73750,CC(=O)SC,['savory'],90.013935812,1,0,0,0,0,0,0,0,0,1,0,0
73771,CCCC1=CC=CS1,['savory'],126.05032132,1,0,0,0,0,0,0,0,0,1,0,0
73772,CCCCC(=O)OC1CCCCC1,"['animal', 'herbal', 'fruity']",184.14632988,3,0,1,0,0,0,1,0,1,0,0,0
73818,CCCCC1=CC=CS1,"['savory', 'fruity', 'flower']",140.065971384,3,0,0,0,0,1,1,0,0,1,0,0
73830,CC1(CCCC1)O,"['green', 'herbal']",100.088815004,2,0,0,0,0,0,0,1,1,0,0,0
73847,CC(C)CC(=O)OC(=O)CC(C)C,['savory'],186.125594436,1,0,0,0,0,0,0,0,0,1,0,0
73850,CCCCCC=CC(=O)O,"['animal', 'fruity']",142.099379688,2,0,1,0,0,0,1,0,0,0,0,0
73955,CCOC1=CC=C(C=C1)C,['flower'],136.088815004,1,0,0,0,0,1,0,0,0,0,0,0
73961,CCOC(=O)CC[C@@H](C(=O)OCC)N,"['aquatic', 'alcohol']",203.115758024,2,1,0,1,0,0,0,0,0,0,0,0
74004,CC(C)C1=CC=NC2=CC=CC=C12,"['earthy', 'green', 'aquatic']",171.104799416,3,0,0,1,1,0,0,1,0,0,0,0
74005,CC(C)CC1=CC=NC2=CC=CC=C12,"['green', 'animal', 'herbal']",185.12044948,3,0,1,0,0,0,0,1,1,0,0,0
74008,CCCCCOC(=O)C1=CC=CO1,"['spices', 'fruity', 'alcohol', 'herbal', 'savory']",182.094294308,5,1,0,0,0,0,1,0,1,1,1,0
74010,CC(C)C1=CC=CC(=C1)CC=O,['green'],162.104465068,1,0,0,0,0,0,0,1,0,0,0,0
74096,CC(=O)OCCCC=C,"['savory', 'green', 'aquatic', 'fruity']",128.083729624,4,0,0,1,0,0,1,1,0,1,0,0
74112,COC(=O)CC(CC(=O)OC)(C(=O)OC)O,"['aquatic', 'fruity']",234.073952788,2,0,0,1,0,0,1,0,0,0,0,0
74137,CCCCCC(OC)OC,"['animal', 'green', 'fruity']",146.130679816,3,0,1,0,0,0,1,1,0,0,0,0
74174,CCC=C(C)C(=O)OCC,"['aquatic', 'green', 'fruity', 'alcohol']",142.099379688,4,1,0,1,0,0,1,1,0,0,0,0
74201,COC1=CC=CC=N1,"['savory', 'green', 'herbal']",109.052763844,3,0,0,0,0,0,0,1,1,1,0,0
74213,CCCC(C)(C)S,['savory'],118.081621448,1,0,0,0,0,0,0,0,0,1,0,0
74273,CCOC1=CC=CC=C1OCC=C,['spices'],178.099379688,1,0,0,0,0,0,0,0,0,0,1,0
74279,CCOC1(CCCCC1)OCC,"['aquatic', 'fruity', 'alcohol', 'herbal', 'savory']",172.14632988,5,1,0,1,0,0,1,0,1,1,0,0
74346,CCC1=CC=C(O1)C,"['savory', 'aquatic']",110.07316494,2,0,0,1,0,0,0,0,0,1,0,0
74351,CC1=CC=C(C=C1)OC2=CC=CC=C2,"['aquatic', 'green', 'flower']",184.088815004,3,0,0,1,0,1,0,1,0,0,0,0
74360,CCCCCCC1OCCO1,"['aquatic', 'fruity', 'herbal', 'green', 'flower']",158.130679816,5,0,0,1,0,1,1,1,1,0,0,0
74361,CCCCCCC1OCC(CO1)O,"['earthy', 'animal', 'herbal']",188.1412445,3,0,1,0,1,0,0,0,1,0,0,0
74365,CC=C(C)CCO,"['green', 'flower', 'fruity']",100.088815004,3,0,0,0,0,1,1,1,0,0,0,0
74408,C1CCCCOCCCCCCOC(=O)CCC1,"['animal', 'fruity', 'flower']",256.203844756,3,0,1,0,0,1,1,0,0,0,0,0
74458,C=CCOC1=CC=CC=C1,"['aquatic', 'green', 'flower']",134.07316494,3,0,0,1,0,1,0,1,0,0,0,0
74507,CCCOC(=O)CC(=O)C,"['savory', 'fruity', 'alcohol']",144.078644244,3,1,0,0,0,0,1,0,0,1,0,0
74556,CCOCCC1=CC=CC=C1,['flower'],150.104465068,1,0,0,0,0,1,0,0,0,0,0,0
74626,C1=CC=C(C=C1)OC=O,"['green', 'herbal']",122.036779432,2,0,0,0,0,0,0,1,1,0,0,0
74627,CC1=CC=C(C=C1)OC=O,"['green', 'flower', 'herbal']",136.052429496,3,0,0,0,0,1,0,1,1,0,0,0
74648,CC1=CC(=CC=C1)CCO,['flower'],136.088815004,1,0,0,0,0,1,0,0,0,0,0,0
74667,C1=CC=C(C=C1)C=CC#N,['spices'],129.057849224,1,0,0,0,0,0,0,0,0,0,1,0
74690,CCC(=O)S,['savory'],90.013935812,1,0,0,0,0,0,0,0,0,1,0,0
74728,CCOC(=O)C=CC1=CC=C(C=C1)OC,['spices'],206.094294308,1,0,0,0,0,0,0,0,0,0,1,0
74786,CCOC(=O)CCC=C,"['aquatic', 'fruity', 'herbal', 'green', 'savory']",128.083729624,5,0,0,1,0,0,1,1,1,1,0,0
74791,CCCCCCCCCC#N,"['aquatic', 'fruity', 'alcohol', 'animal', 'green', 'savory']",153.151749608,6,1,1,1,0,0,1,1,0,1,0,0
74807,C1=CC=C2C=C(C=CC2=C1)OC=O,"['green', 'animal', 'herbal']",172.052429496,3,0,1,0,0,0,0,1,1,0,0,0
74879,CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C,"['animal', 'fruity', 'flower']",204.15141526,3,0,1,0,0,1,1,0,0,0,0,0
74897,C1=CC=C(C=C1)CCCC#N,"['green', 'herbal']",145.089149352,2,0,0,0,0,0,0,1,1,0,0,0
