CID,IsomericSMILES,Descriptors,MolecularWeight,Descriptor Count,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
68379,CC(C)OC(=O)C1=CN=CC=C1,"['fruity', 'flower', 'herbal']",165.078978592,3,0,0,0,0,1,1,0,1,0,0,0
68470,CC(=O)N1C=CC2=CC=CC=C21,['flower'],159.068413908,1,0,0,0,0,1,0,0,0,0,0,0
68482,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O,['fruity'],241.073893212,1,0,0,0,0,0,1,0,0,0,0,0
68493,CC(C)CC(=O)C1=CC=CC=C1,"['fruity', 'flower']",162.104465068,2,0,0,0,0,1,1,0,0,0,0,0
68960,CC(C)CN=C=S,"['savory', 'green']",115.045570288,2,0,0,0,0,0,0,1,0,1,0,0
69088,CC1=CC(=O)NC2=CC=CC=C12,['savory'],159.068413908,1,0,0,0,0,0,0,0,0,1,0,0
69092,CCCOC(=O)C1=CC=CC=C1O,"['fruity', 'flower', 'herbal']",180.078644244,3,0,0,0,0,1,1,0,1,0,0,0
69154,COC1=CC=CC=C1CO,"['savory', 'spices']",138.06807956,2,0,0,0,0,0,0,0,0,1,1,0
69175,COC1=CC(=C(C=C1)C=O)OC,"['savory', 'flower', 'green']",166.06299418,3,0,0,0,0,1,0,1,0,1,0,0
69188,CCOC(=O)C1=CN=CC=C1,"['fruity', 'flower', 'herbal']",151.063328528,3,0,0,0,0,1,1,0,1,0,0,0
69203,CC(C)CCOC(=O)C1=CC=CO1,"['savory', 'fruity', 'flower']",182.094294308,3,0,0,0,0,1,1,0,0,1,0,0
69214,CCCOC(=O)C(=O)OCCC,"['alcohol', 'fruity', 'green']",174.089208928,3,1,0,0,0,0,1,1,0,0,0,0
69220,CCC(CC)S,"['savory', 'fruity']",104.065971384,2,0,0,0,0,0,1,0,0,1,0,0
69278,COC1=CC=NC=C1,['savory'],109.052763844,1,0,0,0,0,0,0,0,0,1,0,0
69346,CCCCCC(=O)CCCC(=O)O,['fruity'],186.125594436,1,0,0,0,0,0,1,0,0,0,0,0
69350,CCCCCCCOC(=O)CCCCCC,"['savory', 'fruity', 'alcohol', 'green']",228.208930136,4,1,0,0,0,0,1,1,0,1,0,0
69351,CCCCCCCC(=O)OCCC,"['alcohol', 'savory', 'herbal', 'fruity', 'green']",186.161979944,5,1,0,0,0,0,1,1,1,1,0,0
69354,CC(=O)CCC(=O)OC,"['savory', 'fruity', 'green']",130.06299418,3,0,0,0,0,0,1,1,0,1,0,0
69396,CC(C)CC[N+](=O)[O-],['fruity'],117.078978592,1,0,0,0,0,0,1,0,0,0,0,0
69410,CC(=O)OCCCCOC(=O)C,"['fruity', 'aquatic']",174.089208928,2,0,0,1,0,0,1,0,0,0,0,0
69415,CCCCCN=C=S,"['savory', 'green']",129.061220352,2,0,0,0,0,0,0,1,0,1,0,0
69460,C1CC2=CC=CC=C2NC1,"['savory', 'animal']",133.089149352,2,0,1,0,0,0,0,0,0,1,0,0
69516,C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2,"['fruity', 'flower']",232.088815004,2,0,0,0,0,1,1,0,0,0,0,0
69523,CC(C)C1=CC=CC=N1,"['savory', 'earthy', 'green']",121.089149352,3,0,0,0,1,0,0,1,0,1,0,0
69528,CCCCCOC(=O)CCC(=O)OCCCCC,"['alcohol', 'fruity']",258.183109312,2,1,0,0,0,0,1,0,0,0,0,0
69600,COC1=CC(=C(C=C1)C=O)O,"['savory', 'flower']",152.047344116,2,0,0,0,0,1,0,0,0,1,0,0
69644,CCCCCCC(OCC)OCC,"['aquatic', 'alcohol', 'herbal', 'fruity', 'green']",188.177630008,5,1,0,1,0,0,1,1,1,0,0,0
69714,CC(=O)C1=C(C=CC(=C1)OC)O,['herbal'],166.06299418,1,0,0,0,0,0,0,0,1,0,0,0
69721,CC1(COC2(CCCCC2)OC1)C,"['aquatic', 'herbal', 'animal']",184.14632988,3,0,1,1,0,0,0,0,1,0,0,0
69884,CCOC(C1=CC=CC=C1)OCC,"['savory', 'herbal', 'green']",180.115029752,3,0,0,0,0,0,0,1,1,1,0,0
69885,CC(=O)C1=CC2=C(CCCC2)C=C1,"['fruity', 'flower', 'animal']",174.104465068,3,0,1,0,0,1,1,0,0,0,0,0
69949,CC(C(=O)C)C(=O)C,"['savory', 'fruity']",114.06807956,2,0,0,0,0,0,1,0,0,1,0,0
69951,CCC(CC)C(=O)OC,['fruity'],130.099379688,1,0,0,0,0,0,1,0,0,0,0,0
69956,CC(C)CCOC(=O)CCC(=O)OCCC(C)C,"['alcohol', 'fruity']",258.183109312,2,1,0,0,0,0,1,0,0,0,0,0
69963,C=CCCCCO,"['aquatic', 'green']",100.088815004,2,0,0,1,0,0,0,1,0,0,0,0
70024,CC(C)C1=CC=C(C=C1)C=C(C)C=O,"['animal', 'herbal', 'green']",188.120115132,3,0,1,0,0,0,0,1,1,0,0,0
70129,COC1=CC=C(C=C1)C#N,"['fruity', 'spices', 'flower', 'herbal']",133.052763844,4,0,0,0,0,1,1,0,1,0,1,0
70133,CC1=C(C=CC(=C1)O)C(=O)C,['savory'],150.06807956,1,0,0,0,0,0,0,0,0,1,0,0
70153,CCCCCCCCC1=CC=CS1,"['green', 'animal']",196.12857164,2,0,1,0,0,0,0,1,0,0,0,0
70264,COC1=CCCCC1,['herbal'],112.088815004,1,0,0,0,0,0,0,0,1,0,0,0
70273,CC(=O)OC1CCCC1,['fruity'],128.083729624,1,0,0,0,0,0,1,0,0,0,0,0
70303,CCCOCC1=CC=CC=C1,['fruity'],150.104465068,1,0,0,0,0,0,1,0,0,0,0,0
70328,CC(C)COCC1=CC=CC=C1,"['fruity', 'flower']",164.120115132,2,0,0,0,0,1,1,0,0,0,0,0
70337,CCCCCC(=O)C1=CC=CC=C1,"['flower', 'herbal']",176.120115132,2,0,0,0,0,1,0,0,1,0,0,0
70352,C1=CC=C(C=C1)COC2=CC=CC=C2,"['savory', 'flower']",184.088815004,2,0,0,0,0,1,0,0,0,1,0,0
70354,C1CCCCCC(=O)OCCCCC1,['animal'],198.161979944,1,0,1,0,0,0,0,0,0,0,0,0
70456,CCCCCCCC(=O)N(CC)CC,"['fruity', 'aquatic', 'herbal']",199.19361442,3,0,0,1,0,0,1,0,1,0,0,0
70506,COC1CCC2=CC=CC=C12,"['spices', 'flower', 'animal', 'earthy', 'herbal', 'fruity']",148.088815004,6,0,1,0,1,1,1,0,1,0,1,0
70520,CC(C)(CC1=CC=CC=C1)C=O,"['aquatic', 'flower']",162.104465068,2,0,0,1,0,1,0,0,0,0,0,0
70634,C1C(OCO1)C2=CC=CC=C2,"['herbal', 'animal']",150.06807956,2,0,1,0,0,0,0,0,1,0,0,0
70694,CCCCCCOC(=O)CCCC,"['alcohol', 'fruity', 'green', 'animal']",186.161979944,4,1,1,0,0,0,1,1,0,0,0,0
70745,CC(=O)C1(CCCCC1)O,"['flower', 'herbal']",142.099379688,2,0,0,0,0,1,0,0,1,0,0,0
70763,C1CCC(CC1)CCCO,['flower'],142.135765196,1,0,0,0,0,1,0,0,0,0,0,0
70792,CC(C)C(=O)OC1CCCCC1,"['flower', 'animal', 'aquatic', 'herbal', 'fruity']",170.130679816,5,0,1,1,0,1,1,0,1,0,0,0
70796,C1CCC(CC1)CCCOC=O,"['spices', 'aquatic', 'green']",170.130679816,3,0,0,1,0,0,0,1,0,0,1,0
70962,C[C@@H]1CC[C@@H](C(=O)C1)C(C)C,['herbal'],154.135765196,1,0,0,0,0,0,0,0,1,0,0,0
70968,CC1=CC=C(O1)C(=O)C(=O)C,['savory'],152.047344116,1,0,0,0,0,0,0,0,0,1,0,0
70991,CC(=O)C1=C(C=CC(=C1)OC)OC,['savory'],180.078644244,1,0,0,0,0,0,0,0,0,1,0,0
71544,CC(C)COC(CC1=CC=CC=C1)OCC(C)C,"['savory', 'fruity', 'flower', 'green']",250.193280072,4,0,0,0,0,1,1,1,0,1,0,0
71590,CCC=CCCC=O,['green'],112.088815004,1,0,0,0,0,0,0,1,0,0,0,0
72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,['savory'],266.130679816,1,0,0,0,0,0,0,0,0,1,0,0
72724,C[C@H]1CCC[C@]2(C1=C[C@H]3[C@@H](C2)OC(=O)C3=C)C,['herbal'],232.14632988,1,0,0,0,0,0,0,0,1,0,0,0
72872,CCOC1=CC=C(C=C1)C(=O)C,"['spices', 'flower', 'herbal']",164.083729624,3,0,0,0,0,1,0,0,1,0,1,0
72918,CCCCCC1=CC=NC=C1,"['flower', 'animal']",149.12044948,2,0,1,0,0,1,0,0,0,0,0,0
72919,CCCCCCCC1=CC=CC=N1,"['earthy', 'flower', 'green']",177.151749608,3,0,0,0,1,1,0,1,0,0,0,0
73114,C[C@]12CCCC(C1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C,['herbal'],308.271530392,1,0,0,0,0,0,0,0,1,0,0,0
73174,C=C1CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C,['savory'],230.130679816,1,0,0,0,0,0,0,0,0,1,0,0
73689,COCC1=CC=C(C=C1)OC,"['savory', 'spices', 'flower']",152.083729624,3,0,0,0,0,1,0,0,0,1,1,0
73690,CCC1=CC=C(C=C1)OC,"['savory', 'spices', 'herbal']",136.088815004,3,0,0,0,0,0,0,0,1,1,1,0
73750,CC(=O)SC,['savory'],90.013935812,1,0,0,0,0,0,0,0,0,1,0,0
73771,CCCC1=CC=CS1,['savory'],126.05032132,1,0,0,0,0,0,0,0,0,1,0,0
73772,CCCCC(=O)OC1CCCCC1,"['fruity', 'herbal', 'animal']",184.14632988,3,0,1,0,0,0,1,0,1,0,0,0
73818,CCCCC1=CC=CS1,"['savory', 'fruity', 'flower']",140.065971384,3,0,0,0,0,1,1,0,0,1,0,0
73830,CC1(CCCC1)O,"['herbal', 'green']",100.088815004,2,0,0,0,0,0,0,1,1,0,0,0
73847,CC(C)CC(=O)OC(=O)CC(C)C,['savory'],186.125594436,1,0,0,0,0,0,0,0,0,1,0,0
73850,CCCCCC=CC(=O)O,"['fruity', 'animal']",142.099379688,2,0,1,0,0,0,1,0,0,0,0,0
73955,CCOC1=CC=C(C=C1)C,['flower'],136.088815004,1,0,0,0,0,1,0,0,0,0,0,0
74004,CC(C)C1=CC=NC2=CC=CC=C12,"['earthy', 'aquatic', 'green']",171.104799416,3,0,0,1,1,0,0,1,0,0,0,0
74005,CC(C)CC1=CC=NC2=CC=CC=C12,"['animal', 'herbal', 'green']",185.12044948,3,0,1,0,0,0,0,1,1,0,0,0
74008,CCCCCOC(=O)C1=CC=CO1,"['spices', 'savory', 'alcohol', 'herbal', 'fruity']",182.094294308,5,1,0,0,0,0,1,0,1,1,1,0
74010,CC(C)C1=CC=CC(=C1)CC=O,['green'],162.104465068,1,0,0,0,0,0,0,1,0,0,0,0
74096,CC(=O)OCCCC=C,"['savory', 'fruity', 'aquatic', 'green']",128.083729624,4,0,0,1,0,0,1,1,0,1,0,0
74112,COC(=O)CC(CC(=O)OC)(C(=O)OC)O,"['fruity', 'aquatic']",234.073952788,2,0,0,1,0,0,1,0,0,0,0,0
74137,CCCCCC(OC)OC,"['fruity', 'green', 'animal']",146.130679816,3,0,1,0,0,0,1,1,0,0,0,0
74174,CCC=C(C)C(=O)OCC,"['alcohol', 'fruity', 'aquatic', 'green']",142.099379688,4,1,0,1,0,0,1,1,0,0,0,0
74201,COC1=CC=CC=N1,"['savory', 'herbal', 'green']",109.052763844,3,0,0,0,0,0,0,1,1,1,0,0
74213,CCCC(C)(C)S,['savory'],118.081621448,1,0,0,0,0,0,0,0,0,1,0,0
74273,CCOC1=CC=CC=C1OCC=C,['spices'],178.099379688,1,0,0,0,0,0,0,0,0,0,1,0
74346,CCC1=CC=C(O1)C,"['savory', 'aquatic']",110.07316494,2,0,0,1,0,0,0,0,0,1,0,0
74351,CC1=CC=C(C=C1)OC2=CC=CC=C2,"['aquatic', 'flower', 'green']",184.088815004,3,0,0,1,0,1,0,1,0,0,0,0
74361,CCCCCCC1OCC(CO1)O,"['earthy', 'herbal', 'animal']",188.1412445,3,0,1,0,1,0,0,0,1,0,0,0
74365,CC=C(C)CCO,"['fruity', 'flower', 'green']",100.088815004,3,0,0,0,0,1,1,1,0,0,0,0
74458,C=CCOC1=CC=CC=C1,"['aquatic', 'flower', 'green']",134.07316494,3,0,0,1,0,1,0,1,0,0,0,0
74507,CCCOC(=O)CC(=O)C,"['savory', 'fruity', 'alcohol']",144.078644244,3,1,0,0,0,0,1,0,0,1,0,0
74556,CCOCCC1=CC=CC=C1,['flower'],150.104465068,1,0,0,0,0,1,0,0,0,0,0,0
74626,C1=CC=C(C=C1)OC=O,"['herbal', 'green']",122.036779432,2,0,0,0,0,0,0,1,1,0,0,0
74627,CC1=CC=C(C=C1)OC=O,"['flower', 'herbal', 'green']",136.052429496,3,0,0,0,0,1,0,1,1,0,0,0
74648,CC1=CC(=CC=C1)CCO,['flower'],136.088815004,1,0,0,0,0,1,0,0,0,0,0,0
74667,C1=CC=C(C=C1)C=CC#N,['spices'],129.057849224,1,0,0,0,0,0,0,0,0,0,1,0
74728,CCOC(=O)C=CC1=CC=C(C=C1)OC,['spices'],206.094294308,1,0,0,0,0,0,0,0,0,0,1,0
74786,CCOC(=O)CCC=C,"['aquatic', 'savory', 'herbal', 'fruity', 'green']",128.083729624,5,0,0,1,0,0,1,1,1,1,0,0
74791,CCCCCCCCCC#N,"['animal', 'aquatic', 'alcohol', 'savory', 'fruity', 'green']",153.151749608,6,1,1,1,0,0,1,1,0,1,0,0
74807,C1=CC=C2C=C(C=CC2=C1)OC=O,"['animal', 'herbal', 'green']",172.052429496,3,0,1,0,0,0,0,1,1,0,0,0
74879,CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C,"['fruity', 'flower', 'animal']",204.15141526,3,0,1,0,0,1,1,0,0,0,0,0
74897,C1=CC=C(C=C1)CCCC#N,"['herbal', 'green']",145.089149352,2,0,0,0,0,0,0,1,1,0,0,0
74904,CCOC1=CC=CC=C1OCC,"['savory', 'spices']",166.099379688,2,0,0,0,0,0,0,0,0,1,1,0
74915,CC(C)CCSSCCC(C)C,"['savory', 'green']",206.116292704,2,0,0,0,0,0,0,1,0,1,0,0
74937,C1=CC=C(C=C1)CCCC2=CC=NC=C2,"['aquatic', 'green']",197.12044948,2,0,0,1,0,0,0,1,0,0,0,0
74977,CC(C)(C)C(=O)OCC1=CC=CC=C1,"['flower', 'herbal']",192.115029752,2,0,0,0,0,1,0,0,1,0,0,0
75028,C1=CC=C(C=C1)CCC2=CC=CC=N2,['flower'],183.104799416,1,0,0,0,0,1,0,0,0,0,0,0
75033,C1=CC=C(C=C1)OCC=O,"['flower', 'aquatic', 'herbal', 'fruity', 'green']",136.052429496,5,0,0,1,0,1,1,1,1,0,0,0
75045,C1=CC(=CC=C1C=O)N=C=S,['flower'],163.00918478,1,0,0,0,0,1,0,0,0,0,0,0
75140,COC1=CC=C(C=C1)C(OC)OC,"['spices', 'fruity', 'flower', 'green']",182.094294308,4,0,0,0,0,1,1,1,0,0,1,0
75153,CC(=O)OC(=C)C1=CC=CC=C1,"['animal', 'flower', 'green']",162.06807956,3,0,1,0,0,1,0,1,0,0,0,0
75187,CC1=CC=C(C=C1)COC(=O)C,"['spices', 'flower', 'herbal', 'fruity', 'green']",164.083729624,5,0,0,0,0,1,1,1,1,0,1,0
75189,CCCCCCCCC(=O)CC,['fruity'],170.167065324,1,0,0,0,0,0,1,0,0,0,0,0
75208,CC(C)(C)C1CCC2(CC1)OCCO2,['animal'],198.161979944,1,0,1,0,0,0,0,0,0,0,0,0
75263,CC(C)N=C=S,['savory'],101.029920224,1,0,0,0,0,0,0,0,0,1,0,0
75319,CCCCCCCCCCOC(=O)CCCCCCC,"['alcohol', 'fruity', 'flower']",284.271530392,3,1,0,0,0,1,1,0,0,0,0,0
75320,CCCCCCCCCC(=O)OCCC(C)C,"['alcohol', 'fruity', 'green']",242.2245802,3,1,0,0,0,0,1,1,0,0,0,0
75321,CCCCCCCCCC(=O)OCCCCCCCC,['fruity'],284.271530392,1,0,0,0,0,0,1,0,0,0,0,0
75364,CCCCCCCCCCCCC(=O)C,['savory'],212.214015516,1,0,0,0,0,0,0,0,0,1,0,0
75468,CCOC(C1=CC=C(C=C1)OC)OCC,"['spices', 'flower', 'herbal']",210.125594436,3,0,0,0,0,1,0,0,1,0,1,0
75469,CCOC(C1=CC=C(C=C1)C)OCC,"['savory', 'fruity', 'flower', 'herbal']",194.130679816,4,0,0,0,0,1,1,0,1,1,0,0
75486,C1CCC(CC1)OC(=O)C2=CC=CC=C2,"['fruity', 'flower', 'herbal']",204.115029752,3,0,0,0,0,1,1,0,1,0,0,0
75513,CCC(=O)SCC,"['savory', 'fruity', 'green']",118.04523594,3,0,0,0,0,0,1,1,0,1,0,0
75515,CCCCCC(=O)SC,"['flower', 'aquatic', 'savory', 'fruity', 'green']",146.076536068,5,0,0,1,0,1,1,1,0,1,0,0
75552,C=CCSSSSCC=C,['savory'],209.96653432,1,0,0,0,0,0,0,0,0,1,0,0
75554,CCCCCOC(=O)C(C)C,"['savory', 'fruity']",158.130679816,2,0,0,0,0,0,1,0,0,1,0,0
75664,CC1=C(C=CS1)S,['savory'],129.991092192,1,0,0,0,0,0,0,0,0,1,0,0
75699,C[C@@H]1CC[C@H]([C@H](C1)OC(=O)C)C(C)C,['herbal'],198.161979944,1,0,0,0,0,0,0,0,1,0,0,0
75715,CCOC1=C(C=CC(=C1)C)O,['savory'],152.083729624,1,0,0,0,0,0,0,0,0,1,0,0
75836,CCCCCCCCCOC(=O)CCC,"['fruity', 'flower', 'herbal']",214.193280072,3,0,0,0,0,1,1,0,1,0,0,0
76152,CC1=NC=CN=C1SC,['savory'],140.040819256,1,0,0,0,0,0,0,0,0,1,0,0
76153,CC1=CN=C(C=N1)OC,['savory'],124.063662876,1,0,0,0,0,0,0,0,0,1,0,0
76326,CCC(CC)C(=O)OCC,"['savory', 'fruity']",144.115029752,2,0,0,0,0,0,1,0,0,1,0,0
76674,CC1=CC(=CC(=C1)OC)O,"['fruity', 'aquatic', 'herbal', 'green']",138.06807956,4,0,0,1,0,0,1,1,1,0,0,0
76731,CCC1=CC=C(C=C1)OC(=O)C,"['spices', 'flower']",164.083729624,2,0,0,0,0,1,0,0,0,0,1,0
76889,C1=CC=C(C=C1)CCCCO,"['savory', 'flower', 'herbal']",150.104465068,3,0,0,0,0,1,0,0,1,1,0,0
76922,C=CCCN=C=S,"['savory', 'green']",113.029920224,2,0,0,0,0,0,0,1,0,1,0,0
76963,CC(=O)OC(C)(C)C1=CC=CC=C1,"['fruity', 'flower']",178.099379688,2,0,0,0,0,1,1,0,0,0,0,0
77129,CC1=NC=CS1,"['savory', 'green']",99.01427016,2,0,0,0,0,0,0,1,0,1,0,0
77153,C1CCCCCCC(=O)CCCCCC1,['animal'],210.198365452,1,0,1,0,0,0,0,0,0,0,0,0
77223,CCCCC(OCC)OCC,"['alcohol', 'fruity', 'aquatic', 'green']",160.14632988,4,1,0,1,0,0,1,1,0,0,0,0
77224,CCCCCC(OCC)OCC,"['flower', 'aquatic', 'savory', 'alcohol', 'herbal', 'fruity', 'green']",174.161979944,7,1,0,1,0,1,1,1,1,1,0,0
77225,CCCC(OCC)OCC,"['savory', 'fruity', 'aquatic', 'green']",146.130679816,4,0,0,1,0,0,1,1,0,1,0,0
77255,CCCCCCCCCCCC(=O)OCCC,"['savory', 'fruity', 'alcohol', 'flower']",242.2245802,4,1,0,0,0,1,1,0,0,1,0,0
77260,CC(=C)C(=O)OCCC1=CC=CC=C1,"['aquatic', 'flower', 'herbal']",190.099379688,3,0,0,1,0,1,0,0,1,0,0,0
77366,CC(C)COC(=O)CCC(=O)C,"['savory', 'fruity', 'herbal']",172.109944372,3,0,0,0,0,0,1,0,1,1,0,0
77610,CC1=CC=CC=C1OC2=CC=CC=C2,['flower'],184.088815004,1,0,0,0,0,1,0,0,0,0,0,0
77652,CC1=CC=CC=C1SSC2=CC=CC=C2C,['savory'],246.053692448,1,0,0,0,0,0,0,0,0,1,0,0
77727,C1CC(=O)CC=C1,['aquatic'],96.057514876,1,0,0,1,0,0,0,0,0,0,0,0
77743,CSCCCN,"['savory', 'fruity']",105.061220352,2,0,0,0,0,0,1,0,0,1,0,0
77756,CCCC(=O)OC1=CC=CC=C1OC,['fruity'],194.094294308,1,0,0,0,0,0,1,0,0,0,0,0
77775,C(C=O)S,['savory'],75.998285748,1,0,0,0,0,0,0,0,0,1,0,0
77777,COC1=CC=CC=C1OCC=C,['savory'],164.083729624,1,0,0,0,0,0,0,0,0,1,0,0
77840,C=CC1=NC=CN=C1,"['savory', 'green']",106.053098192,2,0,0,0,0,0,0,1,0,1,0,0
77907,CCCC1=CC=CO1,"['savory', 'aquatic', 'green']",110.07316494,3,0,0,1,0,0,0,1,0,1,0,0
78052,CCCC[C@@H](CC)C(=O)O,"['earthy', 'herbal']",144.115029752,2,0,0,0,1,0,0,0,1,0,0,0
78160,CSCCCCN=C=S,"['savory', 'green']",161.033291352,2,0,0,0,0,0,0,1,0,1,0,0
78230,CC(C)C1=CC=C(C=C1)CC(=O)O,['herbal'],178.099379688,1,0,0,0,0,0,0,0,1,0,0,0
78236,CCCCCC(=O)CCC,"['fruity', 'herbal', 'green']",142.135765196,3,0,0,0,0,0,1,1,1,0,0,0
78245,CCCCCC=CC=CC(=O)OC,['fruity'],182.130679816,1,0,0,0,0,0,1,0,0,0,0,0
78293,CCC1CCC(CC1)O,['flower'],128.120115132,1,0,0,0,0,1,0,0,0,0,0,0
78400,CC1=CC(=C(C=C1)C(=O)OC)O,"['flower', 'herbal']",166.06299418,2,0,0,0,0,1,0,0,1,0,0,0
78405,CCCC1=CN=CC=C1,"['green', 'earthy', 'savory', 'animal']",121.089149352,4,0,1,0,1,0,0,1,0,1,0,0
78462,CC1=CC=CC=C1OC2=CC=CC=C2C,"['flower', 'aquatic', 'green']",198.104465068,3,0,0,1,0,1,0,1,0,0,0,0
78476,C1C(COC(O1)CC2=CC=CC=C2)O,"['savory', 'flower', 'herbal', 'green']",194.094294308,4,0,0,0,0,1,0,1,1,1,0,0
78639,CCC(=O)CC(C)(C)C1=CC=CC=C1,"['flower', 'herbal']",190.135765196,2,0,0,0,0,1,0,0,1,0,0,0
78640,CC(=O)CC(C)(C)C1CCCCC1,"['flower', 'herbal']",182.167065324,2,0,0,0,0,1,0,0,1,0,0,0
78653,C1CCCCCC(=O)OCCC=CCCCC1,['animal'],238.193280072,1,0,1,0,0,0,0,0,0,0,0,0
78750,CCCCC1=CC=CC=N1,['green'],135.104799416,1,0,0,0,0,0,0,1,0,0,0,0
78879,CC(=C)CCOC(=O)C,"['fruity', 'green']",128.083729624,2,0,0,0,0,0,1,1,0,0,0,0
78903,CC(=O)OC1(CCCCC1)C#C,['herbal'],166.099379688,1,0,0,0,0,0,0,0,1,0,0,0
78925,CSCCO,['savory'],92.029585876,1,0,0,0,0,0,0,0,0,1,0,0
78941,CCCCC(=O)OC1CC(CCC1C(C)C)C,"['fruity', 'herbal']",240.208930136,2,0,0,0,0,0,1,0,1,0,0,0
78949,C1C2CC(C1C=C2)C(=O)O,"['fruity', 'green']",138.06807956,2,0,0,0,0,0,1,1,0,0,0,0
79016,CC1=CC(CC(C1)(C)C)O,"['savory', 'herbal']",140.120115132,2,0,0,0,0,0,0,0,1,1,0,0
79023,CC1=C(C(=O)C(CC1)C(C)C)O,"['fruity', 'herbal', 'green']",168.115029752,3,0,0,0,0,0,1,1,1,0,0,0
79028,C1CC2CC1CC2O,['woody'],112.088815004,1,0,0,0,0,0,0,0,0,0,0,1
79035,CC1(C2CC3C1(C3C2)C)C,['aquatic'],136.125200512,1,0,0,1,0,0,0,0,0,0,0,0
79049,CCC(C)OC=O,"['alcohol', 'fruity', 'aquatic']",102.06807956,3,1,0,1,0,0,1,0,0,0,0,0
79065,CCC(C(=O)C)C(=O)OCC,"['savory', 'fruity']",158.094294308,2,0,0,0,0,0,1,0,0,1,0,0
79086,CC(C)CCN=C=S,"['savory', 'green']",129.061220352,2,0,0,0,0,0,0,1,0,1,0,0
79089,CC1=CSC=C1C,['savory'],112.034671256,1,0,0,0,0,0,0,0,0,1,0,0
79098,COC1CCC(O1)OC,['aquatic'],132.078644244,1,0,0,1,0,0,0,0,0,0,0,0
79114,C1CCCCCCC(=O)CCCCC1,['animal'],196.182715388,1,0,1,0,0,0,0,0,0,0,0,0
79117,CCCCOC(C)OCCCC,"['alcohol', 'fruity', 'flower', 'green']",174.161979944,4,1,0,0,0,1,1,1,0,0,0,0
79148,C(CCS)CS,['savory'],122.02239232,1,0,0,0,0,0,0,0,0,1,0,0
79187,CCCCCCCCC(=O)OCCCCCCCC,"['earthy', 'fruity', 'flower']",270.255880328,3,0,0,0,1,1,1,0,0,0,0,0
79240,CCCCOCCC1=CC=CC=C1,"['savory', 'aquatic', 'flower', 'green']",178.135765196,4,0,0,1,0,1,0,1,0,1,0,0
79248,CCCC(=O)C1=CC=CS1,['savory'],154.04523594,1,0,0,0,0,0,0,0,0,1,0,0
79298,CCCCOC(=O)C1=CC(=C(C=C1)O)OC,['flower'],224.104858992,1,0,0,0,0,1,0,0,0,0,0,0
79302,CCC(C)(C)C1CCC(CC1)O,['woody'],170.167065324,1,0,0,0,0,0,0,0,0,0,0,1
79310,COCC1=CC=C(C=C1)O,"['earthy', 'green']",138.06807956,2,0,0,0,1,0,0,1,0,0,0,0
79406,COC1=CC=C(C=C1)CCCO,"['spices', 'flower']",166.099379688,2,0,0,0,0,1,0,0,0,0,1,0
79409,CC1(COC(OC1)(C)C2=CC=CC=C2)C,"['fruity', 'woody', 'herbal']",206.130679816,3,0,0,0,0,0,1,0,1,0,0,1
79457,CC(C)COC(=O)CCCCCCCCC=C,"['alcohol', 'fruity', 'savory', 'herbal']",240.208930136,4,1,0,0,0,0,1,0,1,1,0,0
79487,CC(C)COC(=O)COC1=CC=CC=C1,"['savory', 'herbal']",208.109944372,2,0,0,0,0,0,0,0,1,1,0,0
79509,CC(CO)C1CCCCC1,"['flower', 'herbal', 'green']",142.135765196,3,0,0,0,0,1,0,1,1,0,0,0
79541,CCCCCCCCCCOC=O,"['flower', 'aquatic', 'savory', 'fruity', 'green']",186.161979944,5,0,0,1,0,1,1,1,0,1,0,0
79544,CCCCCCCOC(=O)CCCC,"['alcohol', 'fruity', 'animal']",200.177630008,3,1,1,0,0,0,1,0,0,0,0,0
79545,CCCCCCCCOC(=O)CCCC,['fruity'],214.193280072,1,0,0,0,0,0,1,0,0,0,0,0
79546,CCCCC(=O)OCCCC1=CC=CC=C1,"['fruity', 'flower']",220.14632988,2,0,0,0,0,1,1,0,0,0,0,0
79547,CCCCCCCCCOC(=O)C1=CC=CC=C1,"['fruity', 'herbal']",248.177630008,2,0,0,0,0,0,1,0,1,0,0,0
79552,CCCCCCC(=O)OCCC1=CC=CC=C1,"['fruity', 'flower', 'alcohol', 'herbal', 'earthy']",234.161979944,5,1,0,0,1,1,1,0,1,0,0,0
79554,CCCCCCC(=O)OCC1=CC=CC=C1,"['fruity', 'herbal']",220.14632988,2,0,0,0,0,0,1,0,1,0,0,0
79578,CC(C)OC(=O)CCCCCCCCC=C,"['alcohol', 'fruity']",226.193280072,2,1,0,0,0,0,1,0,0,0,0,0
79581,CCCCCCCCCCCOC(=O)CCC,['fruity'],242.2245802,1,0,0,0,0,0,1,0,0,0,0,0
79582,CCCCCCCC(=O)OCC(C)C,"['flower', 'alcohol', 'herbal', 'fruity', 'green']",200.177630008,5,1,0,0,0,1,1,1,1,0,0,0
